Node,OH,
SM693    ,A ,
SM694    ,A ,
SM695    ,A ,
SM696    ,S ,
SM697    ,S ,
SM698    ,A ,
SM699    ,S ,
SM700    ,A ,
SM701    ,A ,
SM702    ,A ,
SM703    ,A ,
SM704    ,A ,
SM705    ,A ,
SM706    ,A ,
SM707    ,S ,
SM708    ,A ,
SM709    ,A ,
SM710    ,A ,
SM711    ,A ,
SM712    ,A ,
SM713    ,A ,
SM715    ,A ,
SM716    ,A ,
SM717    ,S ,
SM718    ,S ,
SM719    ,A ,
SM720    ,A ,
SM721    ,A ,
SM722    ,S ,
SM723    ,A ,
SM724    ,A ,
SM725    ,A ,
SM726    ,A ,
SM727    ,A ,
SM728    ,S ,
SM729    ,A ,
SM730    ,A ,
SM731    ,A ,
SM732    ,A ,
SM733    ,A ,
SM734    ,A ,
SM735    ,A ,
SM736    ,A ,
SM737    ,A ,
SM738    ,A ,
SM739    ,A ,
SM740    ,A ,
SM741    ,A ,
SM742    ,S ,
SM743    ,A ,
SM744    ,S ,
SM745    ,A ,
SM746    ,A ,
SM747    ,A ,
SM748    ,A ,
SM749    ,A ,
SM750    ,S ,
SM751    ,A ,
SM752    ,A ,
SM753    ,A ,
SM754    ,S ,
SM755    ,A ,
SM756    ,A ,
SM757    ,A ,
SM758    ,A ,
SM759    ,A ,
SM760    ,A ,
SM761    ,A ,
SM762    ,A ,
SM763    ,A ,
SM764    ,A ,
SM765    ,A ,
SM766    ,S ,
SM767    ,A ,
SM768    ,A ,
SM769    ,S ,
SM770    ,S ,
SM771    ,A ,
SM772    ,A ,
SM773    ,A ,
SM774    ,A ,
SM775    ,A ,
SM776    ,A ,
SM777    ,A ,
SM778    ,A ,
SM779    ,A ,
SM780    ,A ,
SM781    ,S ,
SM782    ,A ,
SM783    ,A ,
SM784    ,A ,
SM785    ,A ,
SM786    ,A ,
SM787    ,A ,
SM788    ,A ,
SM789    ,A ,
SM790    ,A ,
SM791    ,A ,
SM792    ,A ,
SM793    ,A ,
SM794    ,A ,
SM795    ,A ,
SM796    ,S ,
SM797    ,A ,
SM798    ,A ,
SM799    ,S ,
SM800    ,A ,
SM801    ,A ,
SM802    ,A ,
SM803    ,A ,
SM804    ,A ,
SM805    ,A ,
SM806    ,A ,
SM807    ,A ,
SM808    ,A ,
SM809    ,A ,
SM810    ,A ,
SM811    ,A ,
SM812    ,A ,
SM813    ,A ,
SM814    ,S ,
SM815    ,A ,
SM816    ,A ,
SM817    ,A ,
SM818    ,A ,
SM819    ,A ,
SM820    ,A ,
SM821    ,S ,
SM822    ,A ,
SM823    ,S ,
SM824    ,A ,
SM825    ,A ,
SM826    ,A ,
SM827    ,A ,
SM828    ,A ,
SM829    ,A ,
SM830    ,A ,
SM831    ,A ,
SM832    ,A ,
SM833    ,A ,
SM834    ,A ,
SM835    ,A ,
SM836    ,A ,
SM837    ,A ,
SM838    ,A ,
SM839    ,A ,
SM840    ,A ,
SM841    ,A ,
SM842    ,A ,
SM843    ,A ,
SM844    ,A ,
SM845    ,A ,
SM846    ,S ,
SM847    ,A ,
SM848    ,A ,
SM849    ,A ,
SM850    ,A ,
SM851    ,A ,
SM852    ,A ,
SM853    ,A ,
SM854    ,A ,
SM855    ,A ,
SM856    ,A ,
SM857    ,A ,
SM858    ,A ,
SM859    ,A ,
SM860    ,A ,
SM861    ,A ,
SM862    ,A ,
SM863    ,S ,
SM864    ,A ,
SM865    ,A ,
SM866    ,A ,
SM867    ,A ,
SM868    ,A ,
SM869    ,A ,
SM870    ,A ,
SM871    ,S ,
SM872    ,A ,
SM873    ,A ,
SM874    ,A ,
SM875    ,A ,
SM876    ,A ,
SM877    ,A ,
SM878    ,S ,
SM879    ,A ,
SM880    ,A ,
SM881    ,A ,
SM882    ,A ,
SM883    ,A ,
SM884    ,A ,
SM885    ,A ,
SM886    ,A ,
SM887    ,A ,
SM888    ,S ,
SM889    ,A ,
SM890    ,A ,
SM891    ,A ,
SM892    ,S ,
SM893    ,A ,
SM894    ,A ,
SM895    ,A ,
SM896    ,A ,
SM897    ,A ,
SM898    ,A ,
SM899    ,A ,
SM900    ,A ,
SM901    ,A ,
SM902    ,A ,
SM903    ,A ,
SM904    ,A ,
SM905    ,A ,
SM906    ,A ,
SM907    ,A ,
SM908    ,A ,
SM909    ,A ,
SM910    ,A ,
SM911    ,A ,
SM912    ,A ,
SM913    ,A ,
SM914    ,A ,
SM915    ,A ,
SM916    ,A ,
SM917    ,A ,
SM918    ,A ,
SM919    ,A ,
SM920    ,A ,
SM921    ,A ,
SM922    ,A ,
SM923    ,A ,
SM924    ,A ,
SM925    ,A ,
SM926    ,A ,
SM927    ,A ,
SM928    ,A ,
SM929    ,A ,
SM930    ,A ,
SM931    ,A ,
SM932    ,A ,
SM933    ,A ,
SM934    ,A ,
SM935    ,S ,
SM936    ,A ,
SM937    ,A ,
SM938    ,A ,
SM939    ,A ,
SM940    ,A ,
SM941    ,A ,
SM942    ,A ,
SM943    ,A ,
SM944    ,A ,
SM945    ,A ,
SM946    ,A ,
SM947    ,A ,
SM948    ,A ,
SM949    ,A ,
SM950    ,A ,
SM951    ,A ,
SM952    ,A ,
SM953    ,A ,
SM954    ,A ,
SM955    ,A ,
SM956    ,A ,
SM957    ,A ,
SM958    ,A ,
SM959    ,A ,
SM960    ,S ,
SM961    ,A ,
SM962    ,A ,
SM963    ,A ,
SM964    ,A ,
SM965    ,A ,
SM966    ,A ,
SM967    ,A ,
SM968    ,A ,
SM969    ,A ,
SM970    ,A ,
SM971    ,A ,
SM972    ,A ,
SM973    ,A ,
SM974    ,A ,
SM975    ,A ,
SM976    ,A ,
SM977    ,A ,
SM978    ,A ,
SM979    ,S ,
SM980    ,S ,
SM981    ,A ,
SM982    ,A ,
SM983    ,A ,
SM984    ,A ,
SM985    ,A ,
SM986    ,A ,
SM987    ,A ,
SM988    ,A ,
SM989    ,A ,
SM990    ,A ,
SM993    ,A ,
SM994    ,A ,
SM996    ,A ,
SM997    ,A ,
SM998    ,A ,
SM999    ,A ,
SM1000   ,A ,
SM1001   ,A ,
SM1002   ,A ,
SM1003   ,A ,
SM1004   ,S ,
SM1005   ,A ,
SM1006   ,A ,
SM1007   ,A ,
SM1008   ,A ,
SM1009   ,A ,
SM1010   ,A ,
SM1011   ,S ,
SM1012   ,A ,
SM1013   ,A ,
SM1014   ,A ,
SM1015   ,A ,
SM1016   ,A ,
SM1017   ,A ,
SM1018   ,A ,
SM1019   ,A ,
SM1020   ,A ,
SM1021   ,A ,
SM1022   ,A ,
SM1023   ,A ,
SM1024   ,A ,
SM1025   ,A ,
SM1026   ,A ,
SM1027   ,A ,
SM1028   ,A ,
SM1029   ,A ,
SM1030   ,A ,
SM1031   ,A ,
SM1032   ,A ,
SM1033   ,A ,
SM1034   ,A ,
SM1035   ,A ,
SM1036   ,A ,
SM1037   ,A ,
SM1038   ,A ,
SM1039   ,A ,
SM1040   ,A ,
SM1041   ,A ,
SM1042   ,A ,
SM1043   ,A ,
SM1044   ,A ,
SM1045   ,A ,
SM1046   ,A ,
SM1047   ,S ,
SM1048   ,A ,
SM1049   ,A ,
SM1050   ,A ,
SM1051   ,A ,
SM1052   ,S ,
SM1053   ,S ,
SM1054   ,A ,
SM1055   ,A ,
SM1056   ,A ,
SM1057   ,S ,
SM1058   ,A ,
SM1059   ,A ,
SM1061   ,A ,
SM1062   ,A ,
SM1063   ,A ,
SM1064   ,A ,
SM1065   ,A ,
SM1066   ,A ,
SM1067   ,A ,
SM1068   ,A ,
SM1069   ,A ,
SM1070   ,A ,
SM1071   ,A ,
SM1072   ,A ,
SM1073   ,A ,
SM1074   ,A ,
SM1075   ,A ,
SM1077   ,A ,
SM1078   ,A ,
SM1079   ,A ,
SM1080   ,A ,
SM1081   ,A ,
SM1082   ,A ,
SM1083   ,A ,
SM1084   ,A ,
SM1085   ,S ,
SM1086   ,A ,
SM1087   ,A ,
SM1088   ,A ,
SM1089   ,S ,
SM1090   ,A ,
SM1091   ,S ,
SM1092   ,A ,
SM1093   ,A ,
SM1094   ,A ,
SM1095   ,S ,
SM1096   ,A ,
SM1097   ,A ,
SM1098   ,A ,
SM1099   ,S ,
SM1100   ,A ,
SM1101   ,A ,
SM1102   ,A ,
SM1103   ,A ,
SM1104   ,A ,
SM1105   ,S ,
SM1106   ,A ,
SM1107   ,A ,
SM1108   ,A ,
SM1109   ,A ,
SM1110   ,A ,
SM1111   ,A ,
SM1112   ,A ,
SM1113   ,A ,
SM1114   ,A ,
SM1115   ,A ,
SM1116   ,A ,
SM1117   ,A ,
SM1118   ,A ,
SM1119   ,A ,
SM1120   ,A ,
SM1121   ,A ,
SM1122   ,A ,
SM1123   ,A ,
SM1124   ,A ,
SM1125   ,A ,
SM1126   ,A ,
SM1127   ,A ,
SM1128   ,A ,
SM1129   ,A ,
SM1130   ,A ,
SM1131   ,S ,
SM1132   ,A ,
SM1133   ,A ,
SM1134   ,A ,
SM1135   ,A ,
SM1136   ,A ,
SM1137   ,A ,
SM1138   ,A ,
SM1139   ,A ,
SM1140   ,A ,
SM1141   ,A ,
SM1142   ,A ,
SM1143   ,A ,
SM1144   ,A ,
SM1145   ,A ,
SM1146   ,A ,
SM1147   ,S ,
SM1148   ,A ,
SM1149   ,A ,
SM1150   ,A ,
SM1151   ,A ,
SM1152   ,A ,
SM1153   ,S ,
SM1154   ,A ,
SM1155   ,A ,
SM1156   ,A ,
SM1157   ,S ,
SM1158   ,A ,
SM1159   ,A ,
SM1160   ,S ,
SM1161   ,A ,
SM1162   ,A ,
SM1163   ,A ,
SM1164   ,A ,
SM1165   ,A ,
SM1166   ,A ,
SM1167   ,A ,
SM1168   ,A ,
SM1169   ,A ,
SM1170   ,A ,
SM1171   ,A ,
SM1172   ,A ,
SM1173   ,A ,
SM1174   ,A ,
SM1175   ,A ,
SM1176   ,A ,
SM1177   ,A ,
SM1178   ,A ,
SM1179   ,A ,
SM1180   ,A ,
SM1181   ,A ,
SM1182   ,S ,
SM1183   ,S ,
SM1184   ,A ,
SM1185   ,A ,
SM1186   ,A ,
SM1187   ,A ,
SM1188   ,A ,
SM1189   ,A ,
SM1190   ,A ,
SM1191   ,A ,
SM1192   ,A ,
SM1193   ,A ,
SM1194   ,A ,
SM1195   ,A ,
SM1196   ,A ,
SM1197   ,A ,
SM1198   ,A ,
SM1199   ,A ,
SM1200   ,A ,
SM1201   ,A ,
SM1202   ,A ,
SM1203   ,A ,
SM1204   ,A ,
SM1205   ,A ,
SM1206   ,A ,
SM1207   ,A ,
SM1209   ,A ,
SM1210   ,A ,
SM1211   ,A ,
SM1212   ,A ,
SM1213   ,A ,
SM1214   ,A ,
SM1216   ,A ,
SM1217   ,A ,
SM1218   ,A ,
SM1219   ,A ,
SM1220   ,A ,
SM1221   ,A ,
SM1222   ,A ,
SM1223   ,A ,
SM1224   ,A ,
SM1225   ,A ,
SM1226   ,A ,
SM1227   ,A ,
SM1228   ,A ,
SM1229   ,A ,
SM1230   ,A ,
SM1231   ,A ,
SM1232   ,A ,
SM1233   ,A ,
SM1234   ,S ,
SM1235   ,A ,
SM1236   ,A ,
SM1237   ,A ,
SM1238   ,A ,
SM1239   ,A ,
SM1241   ,A ,
SM1242   ,A ,
SM1243   ,A ,
SM1244   ,A ,
SM1245   ,A ,
SM1246   ,A ,
SM1247   ,A ,
SM1248   ,A ,
SM1249   ,A ,
SM1250   ,A ,
SM1252   ,A ,
SM1253   ,A ,
SM1254   ,A ,
SM1255   ,A ,
SM1256   ,A ,
SM1257   ,A ,
SM1258   ,A ,
SM1259   ,A ,
SM1260   ,A ,
SM1261   ,A ,
SM1262   ,A ,
SM1263   ,A ,
SM1264   ,A ,
SM1265   ,A ,
SM1267   ,A ,
SM1268   ,A ,
SM1269   ,A ,
SM1270   ,A ,
SM1271   ,S ,
SM1272   ,A ,
SM1273   ,A ,
SM1275   ,A ,
SM1276   ,A ,
SM1277   ,S ,
SM1278   ,A ,
SM1279   ,A ,
SM1280   ,A ,
SM1282   ,A ,
SM1283   ,A ,
SM1284   ,S ,
SM1285   ,S ,
SM1286   ,S ,
SM1287   ,S ,
SM1288   ,A ,
SM1289   ,A ,
SM1290   ,A ,
SM1291   ,A ,
SM1292   ,A ,
SM1293   ,S ,
SM1294   ,A ,
SM1295   ,A ,
SM1296   ,A ,
SM1297   ,A ,
SM1298   ,A ,
SM1299   ,A ,
SM1300   ,S ,
SM1301   ,A ,
SM1302   ,S ,
SM1303   ,S ,
SM1304   ,A ,
SM1305   ,A ,
SM1306   ,A ,
SM1307   ,A ,
SM1308   ,A ,
SM1309   ,A ,
SM1310   ,A ,
SM1311   ,S ,
SM1312   ,A ,
SM1313   ,A ,
SM1314   ,A ,
SM1315   ,A ,
SM1316   ,S ,
SM1317   ,A ,
SM1318   ,A ,
SM1319   ,A ,
SM1320   ,S ,
SM1321   ,S ,
SM1322   ,A ,
SM1323   ,A ,
SM1324   ,A ,
SM1325   ,A ,
SM1326   ,A ,
SM1327   ,A ,
SM1328   ,A ,
SM1329   ,S ,
SM1330   ,S ,
SM1331   ,A ,
SM1332   ,A ,
SM1333   ,A ,
SM1334   ,S ,
SM1335   ,S ,
SM1336   ,A ,
SM1337   ,A ,
SM1338   ,S ,
SM1339   ,A ,
SM1340   ,A ,
SM1341   ,A ,
SM1342   ,A ,
SM1343   ,A ,
SM1344   ,A ,
SM1345   ,A ,
SM1346   ,S ,
SM1347   ,A ,
SM1348   ,S ,
SM1349   ,A ,
SM1350   ,A ,
SM1351   ,S ,
SM1352   ,A ,
SM1353   ,A ,
SM1354   ,A ,
SM1355   ,S ,
SM1356   ,A ,
SM1357   ,A ,
SM1358   ,A ,
SM1359   ,A ,
SM1360   ,A ,
SM1361   ,A ,
SM1362   ,A ,
SM1363   ,A ,
SM1364   ,A ,
SM1365   ,A ,
SM1366   ,A ,
SM1367   ,A ,
SM1368   ,A ,
SM1369   ,A ,
SM1370   ,S ,
SM1371   ,A ,
SM1372   ,A ,
SM1373   ,A ,
SM1374   ,A ,
SM1375   ,A ,
SM1376   ,A ,
SM1377   ,A ,
SM1378   ,A ,
